site,plot,rep,YSF,frac_farmed,prior,MC60,WFPS,HCl.Pi,HCl.Po,TP.ign,LOI,BD,WEPw,Ox.P,Ox.Al,Ox.Fe,Ox.Mn,Ox.PSR,Ox.SPSC,depth
DM,2,1,1.6682069999999385,1,row crop,0.041546475084498234,0.058081078220671,599.2061665228473,155.69743434340896,754.9036008662563,0.021288985295754865,1.8468975692928606,6.264642034164214,434.54374951699043,338.139664368942,1277.090081299412,125.53036506965282,0.19875768058507592,65.7580771506336,NA
DM,2,2,1.6682069999999385,1,row crop,0.0720346085856545,0.10742318004130005,623.6284644090227,184.36231700065372,807.9907814096765,0.019738589771659324,1.906696562102224,6.0521409562436554,439.2189881903374,320.858187314596,1209.4623811578056,121.21006429374013,0.21154072443479727,50.56702854511617,NA
DM,2,3,1.6682069999999385,1,row crop,0.0891299644612512,0.1340241459071811,599.1851855479368,100.6934848788665,699.8786704268034,0.018176608034414798,1.9032288635389618,7.975884326256409,396.71905058383317,295.22936140219804,1074.6744301464742,116.11675580823054,0.2123967239455624,43.46284446128488,NA
LC,0,N,16.605236000000104,0.2222222222222222,hay/pasture,0.348156032917294,0.10804473246115137,211.33444713953466,353.13732340478583,564.4717705443204,0.13542604325691604,0.4831333547222688,0.19307068073246234,167.80910628490923,853.3269916992972,761.9670518034469,10.9151036248543,0.059873272217299996,206.81316192208857,NA
LC,0,S,16.605236000000104,0.2222222222222222,hay/pasture,0.31533096793207765,0.13662424455095476,240.1839962933504,271.06624643118766,511.25024272453805,0.1079003900169287,0.6283815872597749,0.4349212019256807,232.38740135229452,1178.2029112842706,984.0710036999594,11.10904569706203,0.06120868138842186,273.06755027359924,NA
LC,1,N,16.605236000000104,0.2222222222222222,hay/pasture,0.2617304313332764,0.16397047597090125,176.84975102839573,201.34621238747107,378.19596341586674,0.08366990141067089,0.8467463339810564,0.19724972130668042,192.69648276936908,1026.813864668442,1685.1974152733578,21.257732248097536,0.04675457663285785,375.9095346572043,NA
LC,1,S,16.605236000000104,0.2222222222222222,hay/pasture,0.20639390995926404,0.2267524166151009,151.84308658181365,206.24574821734953,358.08883479916307,0.08530072666039677,1.0710759810109156,0.13226369722818881,149.03514959820103,1007.2878089157552,1434.6862680519791,14.536836367025138,0.038362563023923976,359.51088781742453,NA
LC,2,1,16.605236000000104,0.2222222222222222,hay/pasture,0.2448663633039496,0.20047558761830675,150.7766071722637,305.3956995862074,456.172306758471,0.10311006975408224,1.1091056941417226,0.08365754456229699,192.94718038367648,1189.554494154737,1312.3187747362467,24.663220884597926,0.04649966652571568,356.91250628886013,NA
LC,2,2,16.605236000000104,0.2222222222222222,hay/pasture,0.2164142306337036,0.2118379282975038,139.3215937477472,256.69686591123394,396.0184596589811,0.08888449851937957,1.366697208002619,0.10581879330960825,167.81675619005009,1193.985930318004,1169.021353193757,21.636516279632858,0.04174968860631443,350.75610197547155,NA
LC,2,3,16.605236000000104,0.2222222222222222,hay/pasture,0.22980589454327216,0.2032827353034378,144.76245800161934,296.91339553023676,441.67585353185615,0.09200928147591056,1.2478609235977522,0.08338051169547633,175.9190507037849,1096.597644389874,1557.8225235278824,24.817456718607062,0.04195448642030268,382.53507766341585,NA
LC,3,N,16.605236000000104,0.2222222222222222,hay/pasture,0.2833728989066709,0.16356184162360066,119.84401574427811,353.83657960948176,473.68059535375994,0.11457328439299007,0.8716435330371455,0.09255982391382822,196.10739244456184,1448.8862953618748,1297.5879545655835,25.09682526738994,0.041443962113744515,411.36074730031976,NA
LC,3,S,16.605236000000104,0.2222222222222222,hay/pasture,0.28162647187678486,0.16639639738777282,157.0214598323779,416.3994554161116,573.4209152484895,0.1249144447672919,0.8767051606599704,0.3199317608881612,241.4905396057569,1945.5615315545829,1547.6547609725687,23.510281423524297,0.039570995427017086,535.8900006261516,NA
LC,4,N,16.605236000000104,0.2222222222222222,hay/pasture,0.17358890548658532,0.20691072210553607,120.7622110168484,225.047524735609,345.80973575245736,0.0700183247744737,1.5856382143119199,0.06729392841464477,125.6027896272025,956.6504002850123,1031.737484927098,30.954903762195872,0.03768442703778478,301.449346614462,NA
LC,4,S,16.605236000000104,0.2222222222222222,hay/pasture,0.20886942875234885,0.2174436655151963,142.98895262607053,236.51159082698743,379.500543453058,0.08388985264525942,1.379313375214583,0.040574590175178823,145.0050407809693,1202.3501677288316,1531.103462647053,20.304866232122222,0.03312782832976795,420.6885307893533,NA
MC,2,1,15.668206999999938,0.3,hay/pasture,0.23683640710166323,0.10573889297404729,294.2903617046761,334.17999758944535,628.4703592941213,0.07893695295359308,0.7491482323671603,0.17134976910951458,318.2780762314607,588.6328749730568,2942.4012360830156,300.3678767220209,0.07213263364555028,394.83006579802077,NA
MC,2,2,15.668206999999938,0.3,hay/pasture,0.2435874767605523,0.116860994827595,342.7360267415934,191.98009674496015,534.7161234865536,0.07569952766801918,0.7808977468093149,0.2622590618774679,370.62199235492,708.5047274777937,4887.860080474185,122.85171754084304,0.054320318152581155,659.4637815623056,NA
MC,2,3,15.668206999999938,0.3,hay/pasture,0.2100879605361371,0.1271018063464614,277.0851745579055,281.92368076988583,559.0088553277914,0.06089778346076132,0.9401059236422991,0.16603487167246023,239.32918163402655,553.8975743513151,1544.231822939094,75.97455610548505,0.08008956147025227,229.36304233323753,NA
OCD,0,N,26.605236000000104,0,"uncertain
(unfarmed since 1993)",0.3291434544611448,0.13761710009938716,223.7137595600065,252.09834373794396,475.81210329795044,0.20565065332293372,0.6654037856966005,0.2908188290670764,294.4439486389972,1088.322592985458,2190.410639594685,81.02076651145589,0.0600841797854105,410.7814028629174,NA
OCD,0,S,26.605236000000104,0,"uncertain
(unfarmed since 1993)",0.32733255725814875,0.13146301933119034,278.3675244082154,360.4599290366275,638.8274534448428,0.09737118681768714,0.6670882833859915,0.23419730390237858,350.0369012742659,1194.5402883331355,2293.6289938350196,69.49846545076831,0.06628484251995438,421.3942885734216,NA
OCD,1,N,26.605236000000104,0,"uncertain
(unfarmed since 1993)",0.2733328742821565,0.15584043784423424,169.20408481755575,337.3088634144948,506.5129482320505,0.12886374832946318,0.878026044197061,0.030183134489256205,333.7933633500263,925.62054641228406,4092.4438281918233,525.8378589177221,0.04991220253418558,620.0357560319279,NA
OCD,1,S,26.605236000000104,0,"uncertain
(unfarmed since 1993)",0.2719261794602631,0.14526934068807243,219.80063458002195,393.15828459960085,612.9589191796227,0.0891818296654383,0.878076003342315,0.09253297411818732,327.0438164715954,935.2712186276206,3625.057910584657,447.2781311166995,0.053210119146411244,562.340886093921,NA
OCD,2,1,26.605236000000104,0,"uncertain
(unfarmed since 1993)",0.2818369029981092,0.15745073149117886,147.2291780036811,362.3726473363267,509.60182534000785,0.1343625892091172,0.9028136207169557,0.09385362924447972,344.92441478416214,1028.5133599641113,2795.8462766086245,108.79331107525279,0.06348173049123151,460.8676490882872,NA
OCD,2,2,26.605236000000104,0,"uncertain
(unfarmed since 1993)",0.2625310894112236,0.16474715945599955,154.24198027159096,427.68070257189015,581.922682843481,0.0719885528351326,0.9715991564668525,0.08826353667678556,284.17006472952994,901.0215766386546,3011.1174599831506,165.2770512266398,0.05277512255135676,489.5259228132096,NA
OCD,2,3,26.605236000000104,0,"uncertain
(unfarmed since 1993)",0.2713274575636997,0.1689200998757035,177.12689642935246,418.49278020232396,595.6196766316764,0.0762877971275893,0.9626506808289634,0.1231777835553563,313.47756220278853,884.8428309406457,2450.321866205546,103.29850766689577,0.06602511718324751,395.3847871571725,NA
OCD,3,N,26.605236000000104,0,"uncertain
(unfarmed since 1993)",0.1952928943522331,0.164116741447461,178.63117603411433,424.2915458196998,602.9227218538142,0.10191760774835198,1.2022991706075392,0.08019969961582843,306.247368456368,1007.7637703389474,3404.6933745881306,402.95196683978116,0.0504880051530688,557.8404527119202,NA
OCD,3,S,26.605236000000104,0,"uncertain
(unfarmed since 1993)",0.18522709646781918,0.13657392791112782,132.97411023080073,401.1568862304746,534.1309964612753,0.05617339018181543,1.1122027163293624,0.04087612369726563,289.1753063258662,901.5562242208593,3178.475836962314,391.4291402166313,0.05180427378178563,510.5415687779229,NA
OCD,4,N,26.605236000000104,0,"uncertain
(unfarmed since 1993)",0.2172752774567948,0.15318422460909262,159.74186659079714,381.24840200480435,540.9902685956015,0.12282383828918278,1.1145822061843407,0.06066430952483313,261.2111683095726,922.9654125150245,2650.4863531490764,179.55435197698029,0.0517003456402125,455.5783422105846,NA
OCD,4,S,26.605236000000104,0,"uncertain
(unfarmed since 1993)",0.19635245638808807,0.16919560312144205,100.01309642311107,302.74799483860835,402.76109126171934,0.05777538330788636,1.2626961462303998,0.07815851788088275,204.12321693561287,828.8773304507081,2756.326862863314,168.2155599647768,0.041207941839063955,473.68594011593734,NA
OCSP,0,N,24.605236000000104,0.1111111111111111,hay/pasture,0.3559977385083545,0.10340598172749325,160.94652147284708,467.935170046057,628.8816915189041,0.22038836677885268,0.40793332254327974,0.2800569668416281,210.79423044552814,836.6750312067385,786.7342217803883,22.010062201025473,0.07662559319477222,176.16184893488685,NA
OCSP,0,S,24.605236000000104,0.1111111111111111,hay/pasture,0.2911813881050659,0.14912897509906692,144.138830645303,469.0892004807495,613.2280311260525,0.10670796493501446,0.6739703596319574,0.30151869280919763,332.86374427764605,1214.5271979189506,952.1920017335115,25.247289124810845,0.08659147254387227,204.24097440902642,NA
OCSP,1,N,24.605236000000104,0.1111111111111111,hay/pasture,0.2569323849552446,0.16669146655822012,194.15526519948662,307.9056914853057,502.06095668479225,0.10111943189509011,0.9549161037676313,0.22057484803808383,305.68265283276315,1034.6078982736867,2382.7790777672594,50.176486527507436,0.06100255662569403,421.82585438809144,NA
OCSP,1,S,24.605236000000104,0.1111111111111111,hay/pasture,0.2578390352429456,0.17497804008690127,192.17722992719447,374.0749583213025,566.252188248497,0.08080940927236498,0.9991312835497799,0.39523467295951115,364.56552724264014,1222.5691755056891,2151.4669267810164,56.89073183684159,0.0703818752412132,397.9573546341181,NA
OCSP,2,1,24.605236000000104,0.1111111111111111,hay/pasture,0.2612708052763386,0.16552732089215394,176.86760600785294,352.0676788413172,528.9352848491702,0.1311094109125215,0.8941211491308068,0.4322920770634795,352.2205633060328,1206.2533071827472,1093.8328946465185,24.69711323383199,0.08848716521080173,220.29725649920258,NA
OCSP,2,2,24.605236000000104,0.1111111111111111,hay/pasture,0.26219922009119084,0.17323181098355533,190.69647060078685,436.88134153682495,627.5778121376119,0.08717173834672788,0.9644571409492801,0.4103974482579172,399.6907027553691,1244.4808141044261,1158.3646167213878,23.070734127694468,0.09650401774638262,209.5947968705958,NA
OCSP,2,3,24.605236000000104,0.1111111111111111,hay/pasture,0.2845900076119879,0.1636458201820854,203.99812241557953,510.73684709000656,714.7349695055859,0.08864399157668688,0.8801063033835282,0.6251077128767082,NA,NA,NA,NA,NA,NA,NA
OCSP,3,N,24.605236000000104,0.1111111111111111,hay/pasture,0.1992340812312655,0.11657328092959054,181.54026393040616,292.92726175913964,474.4675256895458,0.07916276274147073,0.9607898612258836,0.35340282990808825,355.39289464394346,991.5338139696261,1188.0006954863352,24.446937947439046,0.09886193513529144,194.44476658491104,NA
OCSP,3,S,24.605236000000104,0.1111111111111111,hay/pasture,0.2027980710559333,0.18835658582455372,194.93457611999204,372.2725815636398,567.207157683632,0.059596016811136764,1.2698859863059813,0.3483054129248098,361.4086971186745,766.3674979160193,1020.4016875438653,15.767719259081264,0.1251307908253109,120.0138642852988,NA
OCSP,4,N,24.605236000000104,0.1111111111111111,hay/pasture,0.15442886669040462,0.15961520438021834,192.4649459148909,220.66640473639154,413.1313506512824,0.1309460274278539,1.4741477171275568,0.3278474023479905,255.4924168753134,563.3929146336561,2236.8903104086144,102.04871076535619,0.06774932378636755,321.4450852767707,NA
OCSP,4,S,24.605236000000104,0.1111111111111111,hay/pasture,0.14442104357382274,0.14166634820173682,198.3165767326184,294.79594313411684,493.1125198667353,0.04009802986000574,1.4085855012839095,0.11929943145555237,246.41700414608823,578.7330440123887,2215.64623256359,104.7938344011641,0.06577714084568143,325.5925417946951,NA
DM,0,0,1.6682069999999385,1,row crop,0.14496805111821096,0.1951038731199479,1016.2407485029938,-20.975748502993838,995.265,0.03610315186246553,0.8925474651629024,8.723475,555.659191658949,593.2237899914496,1921.1136290191348,191.33683519349938,0.31850555631145056,152.88642623130133,0-10cm
DM,1,0,1.6682069999999385,1,row crop,0.16930638995084643,0.24382702126580902,972.916956521739,343.93874347826124,1316.8557000000003,0.03534401508011277,0.9330713537437573,11.535974999999999,659.0312915991211,636.0849862805453,2291.4415008577207,249.06671041410902,0.329714076933294,173.06183879342473,0-10cm
DM,3,0,1.6682069999999385,1,row crop,0.17032213845099378,0.31072798479668606,1179.3745423728813,427.1433076271187,1606.51785,0.035801863658654696,1.0804999147836811,9.87075,790.9193443964148,640.3867354447309,2289.245719369992,225.2079968754059,0.39496204616215036,117.09596719711281,0-10cm
MC,0,0,15.668206999999938,0.3,hay/pasture,0.7767886580942961,0.1553273932716364,454.68110738255035,731.0739926174497,1185.7551,0.2395915161036919,0.18593114492745016,0.10782,414.8175669768676,792.5230539484928,2848.867586207632,118.60140435657466,0.16679532480445777,387.79133213333415,0-10cm
MC,1,0,15.668206999999938,0.3,hay/pasture,0.49391918399372303,0.24158942926596527,616.8759163987138,905.522709382151,995.265,0.15510948905109445,0.4129133829111387,0.60714,409.3175176290904,1095.8755743259571,3011.118715489133,204.16783861241018,0.13993298191084022,476.74177511091625,0-10cm
MC,3,0,15.668206999999938,0.3,hay/pasture,0.5238362310712283,0.16482016516790599,684.8275399361022,904.3911100638978,1589.21865,0.276517922457937,0.2812474727857502,3.18555,578.566932692586,865.2234190469478,3525.090929805456,233.2805198990568,0.19647108628839957,429.22607951016084,0-10cm
MC,4,0,15.668206999999938,0.3,hay/pasture,0.3429991714995858,0.2835567283110759,563.4876530612246,227.81049693877537,791.29815,0.9288480154888682,0.6301236677645748,0.25434,423.9501999231143,723.0579106211821,3269.964478868281,239.43153014359706,0.160566730215423,428.1147345930581,0-10cm
MuF,1,NA,14.516427000000022,0.3333333333333333,hay/pasture,0.43085097250760745,0.33417221770102234,580.078125,432.421875,1012.5,0.0942957746478874,0.6,0.41964525205648845,512.8,1401.9999999999998,5760,171.6,0.10687173741886964,577.0323223143819,0-10cm
ThMB,1,NA,7.538330000000087,0.6666666666666666,row crop,0.2849216877311534,0.430145926888511,608.9204545454545,563.5795454545455,1172.5,0.06253012048192746,0.9617768000890305,2.884805523702748,735.6,1518,4900,237.99999999999997,0.16510343279673803,276.5820685909712,0-10cm
PoW,1,NA,24.557495000000017,0.1111111111111111,hay/pasture,0.47704716184272034,0.3025386283763237,437.90322580645153,509.59677419354847,947.5,0.11146144278606877,0.5117255390406834,0.48245201069290666,376.19999999999993,1085.9999999999998,3440,107.80000000000001,0.11938405432088814,339.52670482555425,0-10cm
Go,1,NA,7.5684459999999945,0.6666666666666666,hay/pasture,0.5217435931373093,0.25639139064540195,367.5,1492.5,1860,0.2970154436152573,0.414540724228689,0.5047522271890785,999.7999999999998,5780,5300,222.00000000000003,0.1044698545560594,1173.1047244169304,0-10cm
Ro,1,NA,24.576659999999947,0.1111111111111111,hay/pasture,0.43604675394228026,0.3460963128700088,181.24999999999997,116.24999999999997,297.49999999999994,0.1280199998254183,0.6107770943003538,0.3659432530113734,468.3999999999999,1790,4866.666666666667,743.3333333333334,0.0986264559577988,609.9363167607117,0-10cm
QuH,1,NA,25.616187999999966,0.1111111111111111,hay/pasture,0.6813415616150572,0.10933827710849393,212.06896551724142,972.9310344827586,1185,0.3578371518671337,0.1513120427534292,1.0136370457542314,477.4,2400,5820,110.2,0.07986828565548466,879.9113005621859,0-10cm
PoW,2,NA,24.616187999999966,0.1111111111111111,hay/pasture,0.31517934402537046,0.2913061782582939,408.75000000000006,518.75,927.5,0.08075966322234937,0.6852550625977317,2.2187923892492134,477.59999999999997,875.9999999999999,3640,256,0.1581049766432486,208.70013039997042,0-10cm
Za,1,NA,24.616187999999966,0.1111111111111111,hay/pasture,0.6174666384865762,0.20792209927492072,512.0689655172414,970.4310344827586,1482.5,0.2182646046400825,0.29876963799622436,2.5524494401756623,758.4,2100,4740,94.19999999999999,0.15062443353325505,385.24806577509764,0-10cm
De,1,NA,2.6161879999999655,0.8888888888888888,hay/pasture,0.20409728819885445,0.3348836405166098,519.8275862068966,457.6724137931034,977.5,0.04495079077963603,1.013360328061149,2.760697649694191,551.8,811.9999999999999,2800,80.19999999999999,0.22229417206290467,12.30606588769922,0-10cm
De,2,NA,0.6161879999999655,0.7777777777777778,hay/pasture,0.23355308584968318,0.37184899214532785,486.25,411.25,897.5,0.06418579287191983,0.994585151624572,0.38405236482300514,357.8,761.3333333333334,3573.3333333333335,193.33333333333334,0.12544620110709323,290.1105069954971,0-10cm
De,3,NA,25.643565999999964,0,"uncertain
(unfarmed since 1993)",0.7092243324030617,0.12957667302342268,416.25000000000006,953.7500000000002,1370.0000000000002,0.29834254143646244,0.17091815227875323,0.4492864416657286,799,2900,8260,275.99999999999994,0.10111198340812955,995.611247973937,0-10cm
De,4,NA,25.643565999999964,0,"uncertain
(unfarmed since 1993)",0.5092552950357362,0.2091481205712953,427.01612903225805,830.483870967742,1257.5,0.1990950226244349,0.35558576554436083,0.4520881366809324,570.6,1692,4420,135.8,0.1299934366473744,426.3714206696618,0-10cm
La,1,NA,9.6463040000001,0.5555555555555556,hay/pasture,0.3510213677980327,0.41563270816469067,466.25,411.25,877.5,0.05920201751443074,0.8183938823669266,0.3030528075288168,412.6,810,3560,73,0.14224082738241814,246.37699649548384,0-10cm
Sa,1,NA,25.6463040000001,0,"uncertain
(unfarmed since 1993)",0.7136979315469785,0.1423067229899155,66.25,1831.25,1897.5,0.7068273092369475,0.18544043001585966,1.5251072078560426,696.8000000000001,4420,15380,203.99999999999997,0.0512777362993997,2388.636845962865,0-10cm
Sa,2,NA,25.6463040000001,0,"uncertain
(unfarmed since 1993)",0.7816627130533863,0.1394829850787903,200.390625,1579.609375,1780,0.6459459459459466,0.16718608725103626,0.2982855737668836,500.19999999999993,3340,6840,100,0.06563233512564086,1230.2544431739454,0-10cm
MiD,1,NA,25.707734000000073,0,"uncertain
(unfarmed since 1993)",0.44132043458650577,0.4793950790267955,817.5000000000001,424.9999999999999,1242.5,0.09782608695652159,0.7704538810207986,0.24624883605389902,570.1999999999999,1475.9999999999998,5960,268,0.11417810113184518,564.1162546757203,0-10cm
QuH,2,NA,9.66546900000003,0.5555555555555556,row crop,0.2597446613180629,0.3173269221954991,535.6451612903226,639.3548387096774,1175,0.21238938053097473,0.8361916314085018,1.5382287032965085,742,2140,3540,206,0.16799949685685278,261.1445349281917,0-10cm
QuH,2,NA,9.76916499999993,0.5555555555555556,row crop,0.2597446613180629,0.3173269221954991,535.6451612903226,639.3548387096774,1175,0.21238938053097473,0.8361916314085018,1.5382287032965085,742,2140,3540,206,0.16799949685685278,261.1445349281917,0-10cm
Ke,1,NA,15.649042000000009,0.2222222222222222,hay/pasture,0.47164646955224204,0.4038477562727351,627.5,725,1352.5,0.11307420494699663,0.6471485153441299,0.2772189724220635,799,1940,2820,53.6,0.21090259035156017,61.532605588488366,0-10cm
Ke,1,NA,15.76916499999993,0.2222222222222222,hay/pasture,0.47164646955224204,0.4038477562727351,627.5,725,1352.5,0.11307420494699663,0.6471485153441299,0.2772189724220635,799,1940,2820,53.6,0.21090259035156017,61.532605588488366,0-10cm
Sa,3,NA,25.66546900000003,0,"uncertain
(unfarmed since 1993)",0.7130513199995682,0.20972537215539186,344.53125,1032.96875,1377.5,0.20500000000000007,0.26474025916934507,0.20749939390515243,659,2320,5160,190.99999999999997,0.11938119725296055,594.6680217996674,0-10cm
Sa,3,NA,25.76916499999993,0,"uncertain
(unfarmed since 1993)",0.7130513199995682,0.20972537215539186,344.53125,1032.96875,1377.5,0.20500000000000007,0.26474025916934507,0.20749939390515243,659,2320,5160,190.99999999999997,0.11938119725296055,594.6680217996674,0-10cm
ML,FW,NA,0.8579740000000129,1,hay/pasture,0.3836633046943096,0.411247579243135,195.7420469798656,800.0193075351847,995.7613545150502,0.1772575250836032,0.7631933975790712,1.3992178705403944,431.27172850484453,1257.1773179240247,2001.213370569475,NA,0.16904394282065316,147.8598318283472,0-10cm
MS,RS,NA,25.857974000000013,0,"uncertain
(unfarmed since 1993)",0.8218838256621632,0.06979763817400836,23.52999999999998,479.0118811881189,502.54188118811885,0.7590759075907584,0.08228693942881164,0.25742498636115657,67.341881158174985,488.79875218529196,793.8130214117567,NA,0.06729843393393434,159.80466786720515,0-10cm
ML,R,NA,25.857974000000013,0,"uncertain
(unfarmed since 1993)",0.47301417132902274,0.2591214914995575,202.78321192052962,428.11331492510794,630.8965268456376,0.16442953020134152,0.453965255931085,0.19274182788525682,426.9809451977829,1903.1517748621923,4300.227042781374,NA,0.09352166940402905,609.4063988001748,0-10cm
RR,R,NA,25.857974000000013,0,"uncertain
(unfarmed since 1993)",0.793687969130944,0.11963707128404129,268.72397394136783,2356.276026058632,2625,0.6176470588235393,0.14262305351019364,0.5109611111111111,1319.3271537286955,4609.160541686634,7249.273654524385,NA,0.14178705898597863,792.9055566347397,0-10cm
ML,FE,NA,5.857974000000013,0.3076923076923077,hay/pasture,0.5038551256254563,0.3461573044314309,167.18217391304333,733.3727762530697,900.554950166113,0.18604651162791108,0.5455759343230294,0.15654502845664547,384.3335525536378,1486.238099690478,2813.9311821337333,NA,0.11774443699555831,356.62473520790536,0-10cm
MS,FE,NA,0.8579740000000129,0.75,hay/pasture,0.2559022440823856,0.3659106037910012,300.46696078431347,213.77623921568664,514.2432000000001,0.0866666666666658,0.9287502130332973,0.1030843762616068,194.77586052364745,855.3753603024114,2264.323871335392,NA,0.08712610301221142,312.69685787248017,0-10cm
MS,RN,NA,25.857974000000013,0,"uncertain
(unfarmed since 1993)",0.5563703834599752,0.19599524757400105,144.26204697986566,559.1118120805371,703.3738590604028,0.2181208053691331,0.3109402724851568,0.3485096917699396,317.9191675697641,1330.9078394133726,1730.0391464849515,NA,0.1278951544655717,246.3528045772603,0-10cm
RR,F,NA,0.8579740000000129,1,hay/pasture,0.27889543333588307,0.334674463598093,476.2839130434778,646.4339850456942,1122.717898089172,0.1178343949044555,0.8259739301562127,0.39593246957204553,512.1797937679875,1689.4312961244243,4168.226147262007,NA,0.12059437707963411,451.9183341949611,0-10cm
MS,FW,NA,0.8579740000000129,1,row crop,0.27093483714469346,0.41906046348103926,1007.4805211726375,-43.88446056657676,963.5960606060607,0.10101010101010463,0.9766695934720329,4.2051854838709675,635.6055030074018,1194.532585097374,1268.4056251760182,NA,0.3065148088871488,-164.88616090931268,0-10cm
