site,plot,site.plot,k_TSS,k_TP,k_f_OSS,k_f_SRP,k_OSS2ROP,k_SRP2PIP,k_ISS2PIP,k_shootM,shootM_sd,k_rootM,rootM_sd,k_BM2P_litter,k_BM2P_root,k_BM2P_shoot,k_BM2P_rootshoot,k_BM2P,sand,silt,clay,k_clay,k_f_fines,k_Ex_max,k_PSR,k_LOI,obs_TM_a,obs_IM_a,obs_OM_a,obs_TP_a,obs_IP_a,obs_OP_a,simyears,k_HRT,Z_a_actual,k_HRT_a,k_HRT_b,Z_a,k_DIP_E_O2,k_DIP_E_N2,IO_use_k_DIP_E,IO_Q_net,IO_HRT_power_model,est_Litter_gm2_mean,est_Litter_tp_gm2_mean,est_Litter_gm2_sd,est_Litter_tp_gm2_sd,obs_shootM_t49,obs_shootM_t92,obs_shootM_t458,street,street_abbrev1,street_abbrev2,id,sim_IM_deposition,sim_litterP_t365,sim_shootM_t49,sim_shootM_t92,sim_shootM_t458,sim_init_TP,sim_delta_TP,sim_delta_TP_yr,parsheet,sim_delta_TP_b,sim_delta_TP_b_yr,IO_Hx,scenario,obs_IM_a_minus_ash,Csource,Cx
OCSP,4,OCSP.4,24.5,0.112,0.544117647,0.277354264,0.001,1.419211325,9.38E-04,184.2188945,47.053772,505.2496394,277.9309908,1086.762397,0.001128456,0.004259469,0.002693963,0.001541173,24.085,68.415,7.5,0.075,0.75915,3.775993713,0.13297581,0.17311022,278.8148148,46.01266099,232.8021538,0.398397048,0.126733908,0.27166314,2,100,76.17881,1.1,-2.3,1.08033979,0.022903,0.145474909,TRUE,TRUE,TRUE,222.7451398,0.142453723,36.46432458,0.023320279,29.33333333,305.3333333,337.7733333,Swamp Rd,SwRd,Sw,Sw4,23.96423514,0.229762103,239.0533551,288.4548764,342.2640529,36.26090855,0.210806603,0.105403301,pars_lcbp_stream_2xC_power,1.68947585,0.105403301,NA,stream_2xC_power,22.73244561,stream,2
LC,0,LC.0,1.75,0.035875,0.657894737,0.404897959,0.001,0.898632399,0.002148532,150.7250817,93.7112975,1646.416928,353.2679194,1553.744318,9.96E-04,0.001658642,0.001327356,0.001047241,37.3,51.45,11.25,0.1125,0.627,3.363863592,0.121477974,0.239729493,313.1481481,52.94000455,260.2081436,0.960115663,0.2915142,0.668601463,2,100,83.52687857,0.71,-3.5,0,0.082485441,0.291137111,TRUE,TRUE,TRUE,183.5901976,0.28928446,88.87832993,0.140046255,60,309.3333333,227.9254426,Prindle Rd,PrRd,Pr,Pr0,1.849579926,0.158530614,224.3772368,289.6386958,404.6286461,24.99349025,-0.025417381,-0.01270869,pars_lcbp_stream_0p5xC_pow_Hx,1.135928398,-0.01270869,TRUE,stream_0p5xC_pow_Hx,26.91919019,stream,0.5
LC,2,LC.2,1.75,0.035875,0.657894737,0.404897959,0.001,0.898632399,0.002148532,386.9032076,137.4791522,974.783356,374.4772829,755.1727749,0.001343714,0.001026814,0.001185264,0.00121508,16.73,52.02,31.25,0.3125,0.8327,4.14955365,0.085800625,0.188337597,461.6666667,35.86250912,425.8041575,0.367765561,0.095796323,0.271969238,2,100,83.91616429,0.71,-3.5,0.38928572,0.131826667,0.217345,TRUE,TRUE,TRUE,456.2152429,0.172538324,134.2054241,0.05075582,616,565.3333333,468.7305969,Prindle Rd,PrRd,Pr,Pr2,2.299824503,0.231819093,405.5786152,427.7390554,259.0746518,26.80984713,0.059075355,0.029537677,pars_lcbp_stream_0p5xC_pow_Hx,0.558459589,0.029537677,TRUE,stream_0p5xC_pow_Hx,0,stream,0.5
LC,4,LC.4,1.75,0.035875,0.657894737,0.404897959,0.001,0.898632399,0.002148532,281.625443,70.67210999,1223.052575,304.2292522,952.8972973,0.001335141,0.001157442,0.001246291,0.001282739,15.485,49.515,35,0.35,0.84515,3.858700772,0.069779359,0.152942887,446.037037,37.29926442,408.7377726,0.330085904,0.086596032,0.243489872,2,100,83.99556818,0.71,-3.5,0.46868961,0.191737778,0.265600111,TRUE,TRUE,TRUE,348.6223241,0.176736434,19.23333074,0.009750466,473.3333333,434.6666667,530.7807397,Prindle Rd,PrRd,Pr,Pr4,1.718834122,0.185587327,299.0169286,318.4671051,211.0999292,25.49468444,0.045993621,0.02299681,pars_lcbp_stream_0p5xC_pow_Hx,0.391960826,0.02299681,TRUE,stream_0p5xC_pow_Hx,0,stream,0.5
OCD,0,OCD.0,11.92708333,0.02975,0.233108108,0.25872691,0.001,0.622696754,9.00E-04,354.0122067,108.4294913,1583.696284,619.9615315,1147.873853,0.00138204,0.001494126,0.001438083,0.001370888,6.45,78.55,15,0.15,0.9355,5.103527419,0.126295222,0.302884956,547.9259259,213.6969339,334.228992,1.252862509,0.700275821,0.552586688,2,100,77.29694,5.8,-3.6,0,0.026090917,0.054714833,TRUE,TRUE,TRUE,342.862534,0.358455798,75.67341571,0.079115015,636,450.6666667,904.8248561,Union St,UnSt,Un,Un0,37.71651633,0.263964887,383.1674899,414.5962471,302.6924534,33.17004239,0.174992215,0.087496108,pars_lcbp_stream_0p5xC_pow_Hx,0.730807032,0.087496108,TRUE,stream_0p5xC_pow_Hx,180.2740347,stream,0.5
OCD,2,OCD.2,11.92708333,0.02975,0.233108108,0.25872691,0.001,0.622696754,9.00E-04,333.2117674,122.4673759,2007.931757,1432.086419,1140.977366,0.002065388,0.002592825,0.002329107,0.002037138,6.255,83.745,10,0.1,0.93745,5.196789836,0.120631309,0.186592155,506,48.60192102,457.398079,0.7154125,0.316935833,0.398476667,2,100,77.66302273,5.8,-3.6,0.36608273,0.018806667,0.06557,TRUE,TRUE,TRUE,338.027632,0.244286584,55.63756039,0.04020828,369.3333333,453.3333333,624.040743,Union St,UnSt,Un,Un2,32.25394029,0.351809179,354.6607595,378.7853512,258.8483854,48.338224,0.154173848,0.077086924,pars_lcbp_stream_0p5xC_pow_Hx,0.557133391,0.077086924,TRUE,stream_0p5xC_pow_Hx,2.862113127,stream,0.5
OCD,4,OCD.4,11.92708333,0.02975,0.233108108,0.25872691,0.001,0.622696754,9.00E-04,369.4242291,153.5606539,1387.694268,444.6400265,540.7189189,0.001258202,0.001557041,0.001407622,0.001214193,15.99,75.26,8.75,0.0875,0.8401,5.001352209,0.092330546,0.176546443,243.0740741,23.40005821,219.6740159,0.224107975,0.078156381,0.145951594,2,100,77.82101905,5.8,-3.6,0.52407905,0.022963917,0.060130667,TRUE,TRUE,TRUE,405.506307,0.183777432,96.56614676,0.043764248,809.3333333,488,802.6340366,Union St,UnSt,Un,Un4,22.60139894,0.218767145,385.9007991,406.0103589,243.8257073,32.70074521,0.12242384,0.06121192,pars_lcbp_stream_0p5xC_pow_Hx,0.386459869,0.06121192,TRUE,stream_0p5xC_pow_Hx,1.432656625,stream,0.5
OCSP,0,OCSP.0,6.125,0.028,0.544117647,0.277354264,0.001,1.419211325,9.38E-04,302.2356116,73.01311349,1064.508723,164.5863743,1421.035176,0.001486656,0.002742946,0.002114801,0.001618305,1.455,87.295,11.25,0.1125,0.98545,3.446903927,0.166431828,0.299142644,544.8518519,78.88075708,465.9710948,1.681420674,1.031133929,0.650286745,2,100,75.09847021,1.1,-2.3,0,0.11172225,0.22923775,TRUE,TRUE,TRUE,331.5199636,0.474308185,61.11634656,0.087439631,446.6666667,438.6666667,712.3534304,Swamp Rd,SwRd,Sw,Sw0,19.82438563,0.337307823,381.1322253,449.7457297,443.9067479,33.00877685,0.018864433,0.009432216,pars_lcbp_stream_0p5xC_pow_Hx,1.935119484,0.009432216,TRUE,stream_0p5xC_pow_Hx,32.2836476,stream,0.5
OCSP,2,OCSP.2,6.125,0.028,0.544117647,0.277354264,0.001,1.419211325,9.38E-04,222.6413311,87.60674812,845.857586,435.4389314,1675.106061,0.001224977,0.003371581,0.002298279,0.001495516,2.965,82.035,15,0.15,0.97035,4.136546835,0.18547916,0.203979121,584.8148148,149.5114798,435.303335,1.37967072,0.763014012,0.616656708,2,100,75.18614762,1.1,-2.3,0.08767741,0.157933333,0.408546,TRUE,TRUE,TRUE,234.8744671,0.324222942,65.31431301,0.090160497,194.6666667,294.6666667,606.0630899,Swamp Rd,SwRd,Sw,Sw2,18.92777721,0.271693605,305.6711184,377.1006719,445.0016123,44.58459211,-0.010779282,-0.005389641,pars_lcbp_stream_0p5xC_pow_Hx,1.983890561,-0.005389641,TRUE,stream_0p5xC_pow_Hx,105.9811463,stream,0.5
OCSP,4,OCSP.4,6.125,0.028,0.544117647,0.277354264,0.001,1.419211325,9.38E-04,184.2188945,47.053772,505.2496394,277.9309908,1086.762397,0.001128456,0.004259469,0.002693963,0.001541173,24.085,68.415,7.5,0.075,0.75915,3.775993713,0.13297581,0.17311022,278.8148148,46.01266099,232.8021538,0.398397048,0.126733908,0.27166314,2,100,76.17881,1.1,-2.3,1.08033979,0.022903,0.145474909,TRUE,TRUE,TRUE,222.7451398,0.142453723,36.46432458,0.023320279,29.33333333,305.3333333,337.7733333,Swamp Rd,SwRd,Sw,Sw4,7.183417718,0.229666976,239.0533551,288.4548764,340.1063332,36.26090855,0.059801036,0.029900518,pars_lcbp_stream_0p5xC_pow_Hx,1.664899172,0.029900518,TRUE,stream_0p5xC_pow_Hx,22.73244561,stream,0.5
LC,0,LC.0,7,0.1435,0.657894737,0.404897959,0.001,0.898632399,0.002148532,150.7250817,93.7112975,1646.416928,353.2679194,1553.744318,9.96E-04,0.001658642,0.001327356,0.001047241,37.3,51.45,11.25,0.1125,0.627,3.363863592,0.121477974,0.239729493,313.1481481,52.94000455,260.2081436,0.960115663,0.2915142,0.668601463,2,100,83.52687857,0.71,-3.5,0,0.082485441,0.291137111,TRUE,TRUE,TRUE,183.5901976,0.28928446,88.87832993,0.140046255,60,309.3333333,227.9254426,Prindle Rd,PrRd,Pr,Pr0,7.39820698,0.15898001,224.6349841,290.4392178,410.9214698,24.99349025,0.361601292,0.180800646,pars_lcbp_stream_2xC_pow_Hx,1.169045694,0.180800646,TRUE,stream_2xC_pow_Hx,26.91919019,stream,2
LC,2,LC.2,7,0.1435,0.657894737,0.404897959,0.001,0.898632399,0.002148532,386.9032076,137.4791522,974.783356,374.4772829,755.1727749,0.001343714,0.001026814,0.001185264,0.00121508,16.73,52.02,31.25,0.3125,0.8327,4.14955365,0.085800625,0.188337597,461.6666667,35.86250912,425.8041575,0.367765561,0.095796323,0.271969238,2,100,83.91616429,0.71,-3.5,0.38928572,0.131826667,0.217345,TRUE,TRUE,TRUE,456.2152429,0.172538324,134.2054241,0.05075582,616,565.3333333,468.7305969,Prindle Rd,PrRd,Pr,Pr2,9.19922355,0.233167586,406.1644446,428.5369954,264.2053764,26.80984713,0.314398511,0.157199256,pars_lcbp_stream_2xC_pow_Hx,0.58709429,0.157199256,TRUE,stream_2xC_pow_Hx,0,stream,2
LC,4,LC.4,7,0.1435,0.657894737,0.404897959,0.001,0.898632399,0.002148532,281.625443,70.67210999,1223.052575,304.2292522,952.8972973,0.001335141,0.001157442,0.001246291,0.001282739,15.485,49.515,35,0.35,0.84515,3.858700772,0.069779359,0.152942887,446.037037,37.29926442,408.7377726,0.330085904,0.086596032,0.243489872,2,100,83.99556818,0.71,-3.5,0.46868961,0.191737778,0.265600111,TRUE,TRUE,TRUE,348.6223241,0.176736434,19.23333074,0.009750466,473.3333333,434.6666667,530.7807397,Prindle Rd,PrRd,Pr,Pr4,6.875253965,0.186542608,299.4268228,319.023795,214.559767,25.49468444,0.223198589,0.111599294,pars_lcbp_stream_2xC_pow_Hx,0.411263485,0.111599294,TRUE,stream_2xC_pow_Hx,0,stream,2
OCD,0,OCD.0,47.70833333,0.119,0.233108108,0.25872691,0.001,0.622696754,9.00E-04,354.0122067,108.4294913,1583.696284,619.9615315,1147.873853,0.00138204,0.001494126,0.001438083,0.001370888,6.45,78.55,15,0.15,0.9355,5.103527419,0.126295222,0.302884956,547.9259259,213.6969339,334.228992,1.252862509,0.700275821,0.552586688,2,100,77.29694,5.8,-3.6,0,0.026090917,0.054714833,TRUE,TRUE,TRUE,342.862534,0.358455798,75.67341571,0.079115015,636,450.6666667,904.8248561,Union St,UnSt,Un,Un0,150.8646608,0.264830024,383.2407972,415.014072,308.0433625,33.17004239,0.906555501,0.45327775,pars_lcbp_stream_2xC_pow_Hx,0.806659864,0.45327775,TRUE,stream_2xC_pow_Hx,180.2740347,stream,2
OCD,2,OCD.2,47.70833333,0.119,0.233108108,0.25872691,0.001,0.622696754,9.00E-04,333.2117674,122.4673759,2007.931757,1432.086419,1140.977366,0.002065388,0.002592825,0.002329107,0.002037138,6.255,83.745,10,0.1,0.93745,5.196789836,0.120631309,0.186592155,506,48.60192102,457.398079,0.7154125,0.316935833,0.398476667,2,100,77.66302273,5.8,-3.6,0.36608273,0.018806667,0.06557,TRUE,TRUE,TRUE,338.027632,0.244286584,55.63756039,0.04020828,369.3333333,453.3333333,624.040743,Union St,UnSt,Un,Un2,129.0141962,0.352769101,354.7202916,378.8578264,262.304046,48.338224,0.71451204,0.35725602,pars_lcbp_stream_2xC_pow_Hx,0.638353939,0.35725602,TRUE,stream_2xC_pow_Hx,2.862113127,stream,2
OCD,4,OCD.4,47.70833333,0.119,0.233108108,0.25872691,0.001,0.622696754,9.00E-04,369.4242291,153.5606539,1387.694268,444.6400265,540.7189189,0.001258202,0.001557041,0.001407622,0.001214193,15.99,75.26,8.75,0.0875,0.8401,5.001352209,0.092330546,0.176546443,243.0740741,23.40005821,219.6740159,0.224107975,0.078156381,0.145951594,2,100,77.82101905,5.8,-3.6,0.52407905,0.022963917,0.060130667,TRUE,TRUE,TRUE,405.506307,0.183777432,96.56614676,0.043764248,809.3333333,488,802.6340366,Union St,UnSt,Un,Un4,90.40520348,0.21925292,385.9007991,406.0103589,246.6516136,32.70074521,0.517526421,0.25876321,pars_lcbp_stream_2xC_pow_Hx,0.426914376,0.25876321,TRUE,stream_2xC_pow_Hx,1.432656625,stream,2
OCSP,0,OCSP.0,24.5,0.112,0.544117647,0.277354264,0.001,1.419211325,9.38E-04,302.2356116,73.01311349,1064.508723,164.5863743,1421.035176,0.001486656,0.002742946,0.002114801,0.001618305,1.455,87.295,11.25,0.1125,0.98545,3.446903927,0.166431828,0.299142644,544.8518519,78.88075708,465.9710948,1.681420674,1.031133929,0.650286745,2,100,75.09847021,1.1,-2.3,0,0.11172225,0.22923775,TRUE,TRUE,TRUE,331.5199636,0.474308185,61.11634656,0.087439631,446.6666667,438.6666667,712.3534304,Swamp Rd,SwRd,Sw,Sw0,79.29777548,0.337552803,381.1322253,449.7457297,453.4610023,33.00877685,0.776199277,0.388099639,pars_lcbp_stream_2xC_pow_Hx,2.074706207,0.388099639,TRUE,stream_2xC_pow_Hx,32.2836476,stream,2
OCSP,2,OCSP.2,24.5,0.112,0.544117647,0.277354264,0.001,1.419211325,9.38E-04,222.6413311,87.60674812,845.857586,435.4389314,1675.106061,0.001224977,0.003371581,0.002298279,0.001495516,2.965,82.035,15,0.15,0.97035,4.136546835,0.18547916,0.203979121,584.8148148,149.5114798,435.303335,1.37967072,0.763014012,0.616656708,2,100,75.18614762,1.1,-2.3,0.08767741,0.157933333,0.408546,TRUE,TRUE,TRUE,234.8744671,0.324222942,65.31431301,0.090160497,194.6666667,294.6666667,606.0630899,Swamp Rd,SwRd,Sw,Sw2,75.71089317,0.271863858,305.6711184,377.1006719,451.0916044,44.58459211,0.660178221,0.330089111,pars_lcbp_stream_2xC_pow_Hx,2.086771682,0.330089111,TRUE,stream_2xC_pow_Hx,105.9811463,stream,2
OCSP,4,OCSP.4,24.5,0.112,0.544117647,0.277354264,0.001,1.419211325,9.38E-04,184.2188945,47.053772,505.2496394,277.9309908,1086.762397,0.001128456,0.004259469,0.002693963,0.001541173,24.085,68.415,7.5,0.075,0.75915,3.775993713,0.13297581,0.17311022,278.8148148,46.01266099,232.8021538,0.398397048,0.126733908,0.27166314,2,100,76.17881,1.1,-2.3,1.08033979,0.022903,0.145474909,TRUE,TRUE,TRUE,222.7451398,0.142453723,36.46432458,0.023320279,29.33333333,305.3333333,337.7733333,Swamp Rd,SwRd,Sw,Sw4,28.73364751,0.229796101,239.0533551,288.4548764,342.8710389,36.26090855,0.253043711,0.126521856,pars_lcbp_stream_2xC_pow_Hx,1.696264833,0.126521856,TRUE,stream_2xC_pow_Hx,22.73244561,stream,2
LC,0,LC.0,3.5,0.07175,0.657894737,0.404897959,0.001,0.898632399,0.002148532,150.7250817,93.7112975,1646.416928,353.2679194,1553.744318,9.96E-04,0.001658642,0.001327356,0.001047241,37.3,51.45,11.25,0.1125,0.627,3.363863592,0.121477974,0.239729493,313.1481481,52.94000455,260.2081436,0.960115663,0.2915142,0.668601463,2,100,83.52687857,0.71,-3.5,0,0.082485441,0.291137111,TRUE,TRUE,TRUE,183.5901976,0.28928446,88.87832993,0.140046255,60,309.3333333,227.9254426,Prindle Rd,PrRd,Pr,Pr0,3.699110668,0.158677937,224.4631266,289.9045586,406.7299969,24.99349025,0.10317238,0.05158619,pars_lcbp_stream_pow_Hx,1.147059861,0.05158619,TRUE,stream_pow_Hx,26.91919019,stream,NA
LC,2,LC.2,3.5,0.07175,0.657894737,0.404897959,0.001,0.898632399,0.002148532,386.9032076,137.4791522,974.783356,374.4772829,755.1727749,0.001343714,0.001026814,0.001185264,0.00121508,16.73,52.02,31.25,0.3125,0.8327,4.14955365,0.085800625,0.188337597,461.6666667,35.86250912,425.8041575,0.367765561,0.095796323,0.271969238,2,100,83.91616429,0.71,-3.5,0.38928572,0.131826667,0.217345,TRUE,TRUE,TRUE,456.2152429,0.172538324,134.2054241,0.05075582,616,565.3333333,468.7305969,Prindle Rd,PrRd,Pr,Pr2,4.599657364,0.232261321,405.7737629,428.002853,260.7798255,26.80984713,0.14394868,0.07197434,pars_lcbp_stream_pow_Hx,0.567934895,0.07197434,TRUE,stream_pow_Hx,0,stream,NA
LC,4,LC.4,3.5,0.07175,0.657894737,0.404897959,0.001,0.898632399,0.002148532,281.625443,70.67210999,1223.052575,304.2292522,952.8972973,0.001335141,0.001157442,0.001246291,0.001282739,15.485,49.515,35,0.35,0.84515,3.858700772,0.069779359,0.152942887,446.037037,37.29926442,408.7377726,0.330085904,0.086596032,0.243489872,2,100,83.99556818,0.71,-3.5,0.46868961,0.191737778,0.265600111,TRUE,TRUE,TRUE,348.6223241,0.176736434,19.23333074,0.009750466,473.3333333,434.6666667,530.7807397,Prindle Rd,PrRd,Pr,Pr4,3.43765989,0.185906607,299.1519052,318.6501205,212.253949,25.49468444,0.104940613,0.052470306,pars_lcbp_stream_pow_Hx,0.398387588,0.052470306,TRUE,stream_pow_Hx,0,stream,NA
OCD,0,OCD.0,23.85416667,0.0595,0.233108108,0.25872691,0.001,0.622696754,9.00E-04,354.0122067,108.4294913,1583.696284,619.9615315,1147.873853,0.00138204,0.001494126,0.001438083,0.001370888,6.45,78.55,15,0.15,0.9355,5.103527419,0.126295222,0.302884956,547.9259259,213.6969339,334.228992,1.252862509,0.700275821,0.552586688,2,100,77.29694,5.8,-3.6,0,0.026090917,0.054714833,TRUE,TRUE,TRUE,342.862534,0.358455798,75.67341571,0.079115015,636,450.6666667,904.8248561,Union St,UnSt,Un,Un0,75.43223497,0.264249162,383.1918571,414.7353352,304.4803106,33.17004239,0.418660591,0.209330296,pars_lcbp_stream_pow_Hx,0.756087811,0.209330296,TRUE,stream_pow_Hx,180.2740347,stream,NA
OCD,2,OCD.2,23.85416667,0.0595,0.233108108,0.25872691,0.001,0.622696754,9.00E-04,333.2117674,122.4673759,2007.931757,1432.086419,1140.977366,0.002065388,0.002592825,0.002329107,0.002037138,6.255,83.745,10,0.1,0.93745,5.196789836,0.120631309,0.186592155,506,48.60192102,457.398079,0.7154125,0.316935833,0.398476667,2,100,77.66302273,5.8,-3.6,0.36608273,0.018806667,0.06557,TRUE,TRUE,TRUE,338.027632,0.244286584,55.63756039,0.04020828,369.3333333,453.3333333,624.040743,Union St,UnSt,Un,Un2,64.50734987,0.352127618,354.6805932,378.8090703,259.9951469,48.338224,0.340896871,0.170448436,pars_lcbp_stream_pow_Hx,0.584175456,0.170448436,TRUE,stream_pow_Hx,2.862113127,stream,NA
OCD,4,OCD.4,23.85416667,0.0595,0.233108108,0.25872691,0.001,0.622696754,9.00E-04,369.4242291,153.5606539,1387.694268,444.6400265,540.7189189,0.001258202,0.001557041,0.001407622,0.001214193,15.99,75.26,8.75,0.0875,0.8401,5.001352209,0.092330546,0.176546443,243.0740741,23.40005821,219.6740159,0.224107975,0.078156381,0.145951594,2,100,77.82101905,5.8,-3.6,0.52407905,0.022963917,0.060130667,TRUE,TRUE,TRUE,405.506307,0.183777432,96.56614676,0.043764248,809.3333333,488,802.6340366,Union St,UnSt,Un,Un4,45.20258719,0.218935278,385.9007991,406.0103589,244.7791755,32.70074521,0.254101753,0.127050876,pars_lcbp_stream_pow_Hx,0.400109905,0.127050876,TRUE,stream_pow_Hx,1.432656625,stream,NA
OCSP,0,OCSP.0,12.25,0.056,0.544117647,0.277354264,0.001,1.419211325,9.38E-04,302.2356116,73.01311349,1064.508723,164.5863743,1421.035176,0.001486656,0.002742946,0.002114801,0.001618305,1.455,87.295,11.25,0.1125,0.98545,3.446903927,0.166431828,0.299142644,544.8518519,78.88075708,465.9710948,1.681420674,1.031133929,0.650286745,2,100,75.09847021,1.1,-2.3,0,0.11172225,0.22923775,TRUE,TRUE,TRUE,331.5199636,0.474308185,61.11634656,0.087439631,446.6666667,438.6666667,712.3534304,Swamp Rd,SwRd,Sw,Sw0,39.64885599,0.337382685,381.1322253,449.7457297,447.1067217,33.00877685,0.270945527,0.135472763,pars_lcbp_stream_pow_Hx,1.981893492,0.135472763,TRUE,stream_pow_Hx,32.2836476,stream,NA
OCSP,2,OCSP.2,12.25,0.056,0.544117647,0.277354264,0.001,1.419211325,9.38E-04,222.6413311,87.60674812,845.857586,435.4389314,1675.106061,0.001224977,0.003371581,0.002298279,0.001495516,2.965,82.035,15,0.15,0.97035,4.136546835,0.18547916,0.203979121,584.8148148,149.5114798,435.303335,1.37967072,0.763014012,0.616656708,2,100,75.18614762,1.1,-2.3,0.08767741,0.157933333,0.408546,TRUE,TRUE,TRUE,234.8744671,0.324222942,65.31431301,0.090160497,194.6666667,294.6666667,606.0630899,Swamp Rd,SwRd,Sw,Sw2,37.8555002,0.271750915,305.6711184,377.1006719,447.0437048,44.58459211,0.212630308,0.106315154,pars_lcbp_stream_pow_Hx,2.018237668,0.106315154,TRUE,stream_pow_Hx,105.9811463,stream,NA
OCSP,4,OCSP.4,12.25,0.056,0.544117647,0.277354264,0.001,1.419211325,9.38E-04,184.2188945,47.053772,505.2496394,277.9309908,1086.762397,0.001128456,0.004259469,0.002693963,0.001541173,24.085,68.415,7.5,0.075,0.75915,3.775993713,0.13297581,0.17311022,278.8148148,46.01266099,232.8021538,0.398397048,0.126733908,0.27166314,2,100,76.17881,1.1,-2.3,1.08033979,0.022903,0.145474909,TRUE,TRUE,TRUE,222.7451398,0.142453723,36.46432458,0.023320279,29.33333333,305.3333333,337.7733333,Swamp Rd,SwRd,Sw,Sw4,14.36682423,0.229714517,239.0533551,288.4548764,341.0276723,36.26090855,0.124208705,0.062104352,pars_lcbp_stream_pow_Hx,1.675519105,0.062104352,TRUE,stream_pow_Hx,22.73244561,stream,NA
